2	2
16	3
4	4
16	5
16	6
52	7
8	8
52	9
16	10
52	11
16	12
40	13
52	14
160	15
16	16
52	17
52	18
88	19
20	20
64	21
52	22
160	23
499	24
88	25
40	26
9232	27
52	28
88	29
160	30
9232	31
32	32
100	33
52	34
160	35
52	36
112	37
88	38
304	39
40	40
9232	41
64	42
196	43
52	44
136	45
160	46
9232	47
48	48
148	49
88	50
232	51
52	52
160	53
9232	54
9232	55
56	56
196	57
88	58
304	59
160	60
184	61
9232	62
9232	63
64	64
196	65
100	66
304	67
68	68
208	69
160	70
9232	71
72	72
9232	73
112	74
340	75
88	76
232	77
304	78
808	79
80	80
244	81
9232	82
9232	83
84	84
256	85
196	86
592	87
88	88
304	89
136	90
9232	91
160	92
280	93
9232	94
9232	95
96	96
9232	97
148	98
448	99
100	100
304	101
232	102
9232	103
104	104
808	105
160	106
9232	107
9232	108
9232	109
9232	110
9232	111
112	112
340	113
196	114
520	115
116	116
352	117
304	118
108	119
160	120
9232	121
184	122
628	123
9232	124
9232	125
9232	126
4372	127
128	128
9232	129
196	130
592	131
132	132
400	133
304	134
916	135
136	136
9232	137
208	138
628	139
160	140
424	141
9232	142
9232	143
144	144
9232	145
9232	146
9232	147
148	148
448	149
340	150
1024	151
152	152
520	153
232	154
9232	155
304	156
472	157
808	158
9232	159
160	160
9232	161
244	162
736	163
9232	164
9232	165
9232	166
9232	167
168	168
4372	169
256	170
9232	171
196	172
520	173
592	174
9232	175
176	176
532	177
304	178
808	179
180	180
544	181
9232	182
9232	183
184	184
628	185
280	186
952	187
9232	188
9232	189
9232	190
4372	191
192	192
9232	193
9232	194
9232	195
196	196
592	197
448	198
9232	199
200	200
1024	201
304	202
916	203
232	204
616	205
9232	206
9232	207
208	208
628	209
808	210
952	211
212	212
640	213
9232	214
9232	215
9232	216
736	217
9232	218
1672	219
9232	220
9232	221
9232	222
9232	223
224	224
4372	225
340	226
1024	227
228	228
688	229
520	230
9232	231
232	232
9232	233
352	234
9232	235
304	236
712	237
808	238
9232	239
240	240
724	241
9232	242
9232	243
244	244
736	245
628	246
1672	247
9232	248
952	249
9232	250
9232	251
9232	252
9232	253
4372	254
13120	255
256	256
9232	257
9232	258
9232	259
260	260
784	261
592	262
9232	263
264	264
9232	265
400	266
1204	267
304	268
808	269
916	270
2752	271
272	272
820	273
9232	274
9232	275
276	276
832	277
628	278
1888	279
280	280
952	281
424	282
9232	283
9232	284
9232	285
9232	286
4372	287
288	288
868	289
9232	290
9232	291
9232	292
9232	293
9232	294
2248	295
296	296
9232	297
448	298
9232	299
340	300
904	301
1024	302
3076	303
304	304
916	305
520	306
1384	307
308	308
928	309
9232	310
9232	311
312	312
9232	313
472	314
1600	315
808	316
952	317
9232	318
9232	319
320	320
964	321
9232	322
9232	323
324	324
976	325
736	326
9232	327
9232	328
1672	329
9232	330
1492	331
9232	332
9232	333
9232	334
9232	335
336	336
9232	337
4372	338
4372	339
340	340
1024	341
9232	342
9232	343
344	344
9232	345
520	346
9232	347
592	348
1048	349
9232	350
9232	351
352	352
9232	353
532	354
1600	355
356	356
1072	357
808	358
9232	359
360	360
2752	361
544	362
1636	363
9232	364
9232	365
9232	366
4192	367
368	368
1108	369
628	370
1672	371
372	372
1120	373
952	374
2536	375
9232	376
9232	377
9232	378
2752	379
9232	380
9232	381
4372	382
13120	383
384	384
1156	385
9232	386
9232	387
9232	388
9232	389
9232	390
9232	391
392	392
2248	393
592	394
9232	395
448	396
1192	397
9232	398
9232	399
400	400
1204	401
1024	402
1816	403
404	404
1216	405
916	406
2752	407
408	408
1384	409
616	410
9232	411
9232	412
9232	413
9232	414
9232	415
416	416
9232	417
628	418
1888	419
808	420
1264	421
952	422
3220	423
424	424
9232	425
640	426
2752	427
9232	428
9232	429
9232	430
4372	431
9232	432
1300	433
736	434
1960	435
9232	436
9232	437
1672	438
2968	439
9232	440
1492	441
9232	442
2248	443
9232	444
9232	445
9232	446
39364	447
448	448
9232	449
4372	450
4372	451
452	452
1360	453
1024	454
3076	455
456	456
9232	457
688	458
9232	459
520	460
1384	461
9232	462
9232	463
464	464
1396	465
9232	466
9232	467
468	468
1408	469
9232	470
9232	471
472	472
1600	473
712	474
3616	475
808	476
1432	477
9232	478
9232	479
480	480
2752	481
724	482
2176	483
9232	484
9232	485
9232	486
9232	487
488	488
4192	489
736	490
9232	491
628	492
1480	493
1672	494
14308	495
9232	496
1492	497
952	498
2248	499
9232	500
9232	501
9232	502
9232	503
9232	504
2752	505
9232	506
2896	507
4372	508
4372	509
13120	510
39364	511
512	512
1540	513
9232	514
9232	515
9232	516
9232	517
9232	518
3508	519
520	520
9232	521
784	522
9232	523
592	524
1576	525
9232	526
9232	527
528	528
1588	529
9232	530
9232	531
532	532
1600	533
1204	534
3616	535
536	536
1816	537
808	538
